Brand,Name,Picture,Year,Categorys,Note,,
Penhaligon s,Lily of the Valley,o.4548.jpg,1976,"[""floral"", ""woody"", ""green"", ""fresh spicy"", ""citrus"", ""aromatic""]","{""middle"": [""Lily-of-the-Valley"", ""Rose"", ""Ylang-Ylang"", ""Jasmine""], ""base"": [""Sandalwood"", ""Oakmoss""], ""top"": [""Bergamot"", ""Amalfi Lemon"", ""Geranium""]}","[""1"", ""9"", ""14"", ""2"", ""2""]","[""17"", ""8"", ""3"", ""4""]"
Penhaligon s,LP No 9 for Men,o.5675.jpg,1999,"[""warm spicy"", ""fresh spicy"", ""woody"", ""amber"", ""citrus"", ""cinnamon""]","{""middle"": [""Nutmeg"", ""Cloves"", ""Pepper"", ""Cinnamon"", ""Jasmine"", ""Orris"", ""Rose"", ""Ylang-Ylang""], ""base"": [""Amber"", ""Vanilla"", ""Musk"", ""Patchouli""], ""top"": [""Mandarin Orange"", ""Bergamot"", ""Palisander Rosewood""]}","[""0"", ""4"", ""6"", ""14"", ""14""]","[""6"", ""11"", ""30"", ""12""]"
Penhaligon s,LP No 9,o.7053.jpg,1998,"[""aromatic"", ""fresh spicy"", ""warm spicy"", ""floral"", ""herbal""]","{""middle"": [""Carnation"", ""Jasmine"", ""Rose""], ""base"": [""Musk"", ""Patchouli"", ""Virginia Cedar"", ""Amber"", ""Cinnamon"", ""Vanille""], ""top"": [""Lavender"", ""Bergamot"", ""Amalfi Lemon"", ""Tarragon"", ""Geranium""]}","[""2"", ""7"", ""10"", ""17"", ""4""]","[""5"", ""22"", ""18"", ""18""]"
Penhaligon s,Luna,o.38351.jpg,2016,"[""citrus"", ""aromatic"", ""fresh spicy"", ""woody"", ""musky""]","{""middle"": [""Rose"", ""Jasmine"", ""Juniper Berries""], ""base"": [""Balsam Fir"", ""Musk"", ""Ambergris""], ""top"": [""Lemon"", ""Bergamot"", ""Bitter Orange""]}","[""2"", ""1"", ""2"", ""3"", ""2""]","[""4"", ""5"", ""2"", ""5""]"
Penhaligon s,Malabah,o.3712.jpg,2003,"[""fresh spicy"", ""green"", ""citrus"", ""aromatic"", ""warm spicy""]","{""middle"": [""Ginger"", ""Nutmeg"", ""Cardamom"", ""Rose"", ""Orris Root""], ""base"": [""Amber"", ""Musk"", ""Sandalwood""], ""top"": [""Lemon"", ""Tea"", ""Coriander""]}","[""13"", ""21"", ""25"", ""7"", ""2""]","[""41"", ""29"", ""6"", ""7""]"
Penhaligon s,Night Scented Stock,o.9193.jpg,1976,"[""warm spicy"", ""white floral"", ""powdery"", ""woody"", ""floral""]","{""middle"": [""Jasmine"", ""Ylang-Ylang"", ""Heliotrope"", ""Violet"", ""Lily""], ""base"": [""vetyver"", ""Musk"", ""Patchouli"", ""Benzoin"", ""Tonka Bean"", ""Vanille"", ""Sandalwood""], ""top"": [""Clove"", ""Cinnamon""]}","[""1"", ""2"", ""8"", ""4"", ""1""]","[""9"", ""8"", ""6"", ""3""]"
Penhaligon s,Ninevah,o.42713.jpg,2015,"[""sweet"", ""fruity"", ""warm spicy"", ""vanilla"", ""musky"", ""cinnamon""]","[""Candy Apple"", ""Cotton Candy"", ""Raspberry"", ""Benzoin"", ""Cinnamon"", ""Vanilla"", ""Musk""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Penhaligon s,No 33 Eau de Cologne,o.31560.jpg,2015,"[""aromatic"", ""fresh spicy"", ""woody"", ""herbal"", ""floral"", ""warm spicy""]","{""middle"": [""Lavender"", ""Violet"", ""Black Pepper"", ""Ginger"", ""Jasmine"", ""Rose"", ""Lily-of-the-Valley"", ""Geranium"", ""Saffron"", ""Cardamom""], ""base"": [""Amber"", ""Vetiver"", ""Musk"", ""Moss"", ""Tobacco"", ""Tonka Bean"", ""Vanilla"", ""Cedar""], ""top"": [""Bergamot"", ""Orange"", ""Grapefruit"", ""Artemisia"", ""Coriander"", ""Clary Sage"", ""Cypress""]}","[""3"", ""2"", ""0"", ""3"", ""3""]","[""6"", ""2"", ""3"", ""2""]"
Penhaligon s,Opus 1870,o.7052.jpg,2005,"[""woody"", ""fresh spicy"", ""balsamic"", ""warm spicy"", ""citrus""]","{""middle"": [""Cinnamon"", ""Incense"", ""Rose""], ""base"": [""Musk"", ""Sandalwood"", ""Virginia Cedar""], ""top"": [""Coriander"", ""Yuzu"", ""Pepper""]}","[""12"", ""8"", ""59"", ""20"", ""3""]","[""37"", ""59"", ""16"", ""7""]"
Penhaligon s,Orange Blossom,o.8636.jpg,2010,"[""citrus"", ""white floral"", ""floral"", ""fresh spicy"", ""woody"", ""aromatic""]","{""middle"": [""Jasmine"", ""Tuberose"", ""Rose"", ""Orchid"", ""Peach Blossom"", ""Orange""], ""base"": [""Musk"", ""Sandalwood"", ""Virginia Cedar"", ""Vanille""], ""top"": [""Neroli"", ""Bergamot"", ""Amalfi Lemon"", ""Pink Pepper"", ""Violet Leaf"", ""Cardamon""]}","[""2"", ""5"", ""3"", ""8"", ""0""]","[""12"", ""3"", ""5"", ""1""]"
Penhaligon s,Ostara,o.29026.jpg,2015,"[""green"", ""floral"", ""yellow floral"", ""fresh spicy"", ""aromatic""]","{""middle"": [""Narcissus"", ""Hyacinth"", ""Ylang-Ylang"", ""Cyclamen"", ""Hawthorn"", ""Wisteria"", ""Beeswax""], ""base"": [""Styrax"", ""Vanilla"", ""Benzoin"", ""Musk"", ""Amber"", ""White Wood""], ""top"": [""Bergamot"", ""Clementine"", ""Juniper"", ""Red Berries"", ""Mint"", ""Black Currant Blossom"", ""Violet Leaf"", ""Green Leaves"", ""Aldehydes""]}","[""5"", ""9"", ""19"", ""13"", ""3""]","[""10"", ""28"", ""9"", ""7""]"
Penhaligon s,Oud de Nil,o.40195.jpg,2016,"[""oud"", ""citrus"", ""white floral"", ""fresh spicy"", ""woody""]","{""middle"": [""Geranium"", ""Jasmine"", ""Orange Blossom"", ""Rose""], ""base"": [""Guaiac Wood"", ""resins"", ""Amber"", ""Agarwood (Oud)"", ""Papyrus""], ""top"": [""Grapefruit"", ""Bergamot""]}","[""0"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""4""]"
Penhaligon s,Peoneve,o.14950.jpg,2012,"[""rose"", ""floral"", ""fresh"", ""ozonic"", ""woody""]","{""middle"": [""Jasmine"", ""Rose"", ""Peony""], ""base"": [""Vetiver"", ""Musk"", ""Cashmeran""], ""top"": [""Violet Leaf""]}","[""4"", ""4"", ""20"", ""7"", ""6""]","[""10"", ""27"", ""7"", ""7""]"
Penhaligon s,Quercus,o.4563.jpg,1996,"[""citrus"", ""green"", ""woody"", ""aromatic"", ""white floral""]","{""middle"": [""Jasmine"", ""Lily-of-the-Valley"", ""Cardamom""], ""base"": [""Oakmoss"", ""Sandalwood"", ""Galbanum"", ""Musk"", ""Amber""], ""top"": [""Amalfi Lemon"", ""Lime"", ""Mandarin Orange"", ""Bergamot""]}","[""16"", ""19"", ""14"", ""6"", ""4""]","[""35"", ""20"", ""9"", ""11""]"
Penhaligon s,Racquets Formula,o.7054.jpg,1989,"[""woody"", ""aromatic"", ""floral"", ""fresh spicy"", ""sweet"", ""warm spicy""]","{""middle"": [""Cloves"", ""Ylang-Ylang"", ""Cedar"", ""Rose""], ""base"": [""Amber"", ""Musk"", ""Oakmoss"", ""Incense"", ""Vetiver""], ""top"": [""Lime (Linden) Blossom"", ""Lavender"", ""Bergamot"", ""Geranium"", ""Lemon""]}","[""1"", ""2"", ""3"", ""6"", ""5""]","[""0"", ""14"", ""7"", ""6""]"
Penhaligon s,Roaring Radcliff,o.43037.jpg,2016,"[""tobacco"", ""warm spicy"", ""sweet"", ""rum"", ""whiskey""]","[""Rum"", ""Tobacco"", ""Spices""]","[""0"", ""0"", ""0"", ""0"", ""1""]","[""0"", ""0"", ""0"", ""1""]"
Penhaligon s,Sartorial,o.10559.jpg,2010,"[""fresh spicy"", ""aromatic"", ""floral"", ""woody"", ""metallic""]","{""middle"": [""Beeswax"", ""Cyclamen"", ""Lime (Linden Blossom)"", ""Lavender"", ""Leather""], ""base"": [""Gurjan balsam"", ""Patchouli"", ""Myrrh"", ""Cedar"", ""Tonka Bean"", ""Oakmoss"", ""White Musk"", ""Honey"", ""Woody Notes"", ""Vanilla"", ""Amber""], ""top"": [""Aldehydes"", ""Water Notes"", ""Metallic notes"", ""Violet Leaf"", ""Neroli"", ""Cardamon"", ""Black Pepper"", ""Ginger""]}","[""4"", ""12"", ""35"", ""77"", ""23""]","[""16"", ""106"", ""40"", ""13""]"
Penhaligon s,Savoy Steam,o.42702.jpg,2017,"[""aromatic"", ""fresh spicy"", ""citrus"", ""balsamic"", ""woody"", ""rose""]","[""Bergamot"", ""Lemon"", ""Rose"", ""Geranium"", ""Benzoin"", ""Eucalyptus"", ""Incense"", ""Rosemary""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""1"", ""1""]"
Penhaligon s,Tralala,o.23081.jpg,2014,"[""warm spicy"", ""leather"", ""whiskey"", ""powdery"", ""vanilla"", ""balsamic""]","{""middle"": [""Leather"", ""Tuberose"", ""Incense"", ""Carnation""], ""base"": [""Patchouli"", ""Vetiver"", ""Musk"", ""Vanilla""], ""top"": [""Aldehydes"", ""Saffron"", ""Whiskey"", ""Violet""]}","[""2"", ""3"", ""10"", ""14"", ""10""]","[""6"", ""11"", ""26"", ""17""]"
Penhaligon s,Vaara,o.18719.jpg,2013,"[""floral"", ""rose"", ""fruity"", ""sweet"", ""fresh"", ""musky""]","{""middle"": [""Rose"", ""Freesia"", ""Magnolia"", ""Peony""], ""base"": [""Honey"", ""White Musk"", ""Cedar"", ""Sandalwood"", ""Benzoin"", ""Tonka Bean""], ""top"": [""Quince"", ""Rose Water"", ""Carrot Seeds"", ""Coriander"", ""Saffron""]}","[""4"", ""7"", ""31"", ""18"", ""9""]","[""15"", ""42"", ""16"", ""13""]"
Penhaligon s,Victorian Posy,o.4557.jpg,1979,"[""woody"", ""green"", ""floral"", ""earthy"", ""powdery"", ""aromatic""]","{""middle"": [""Violet"", ""Jasmine"", ""Rose""], ""base"": [""Amber"", ""Sandalwood"", ""Patchouli"", ""Oakmoss"", ""Vetiver""], ""top"": [""Amalfi Lemon"", ""Orange"", ""Hyacinth"", ""Galbanum"", ""Chamomile""]}","[""0"", ""1"", ""3"", ""0"", ""0""]","[""1"", ""4"", ""0"", ""0""]"
Penhaligon s,Violetta,o.4035.jpg,1976,"[""powdery"", ""woody"", ""floral"", ""fresh spicy"", ""aromatic""]","{""middle"": [""Violet""], ""base"": [""Sandalwood"", ""Musk"", ""Cedar""], ""top"": [""Geranium"", ""Citruses""]}","[""1"", ""7"", ""31"", ""2"", ""1""]","[""10"", ""34"", ""2"", ""5""]"
Penhaligon s,Zizonia,o.10122.jpg,1930,"[""fresh spicy"", ""aromatic"", ""woody"", ""warm spicy"", ""citrus""]","{""middle"": [""Lavender"", ""Geranium"", ""Nutmeg"", ""Ginger"", ""Pepper"", ""Cumin""], ""base"": [""vetyver"", ""Sandalwood"", ""Patchouli"", ""Virginia Cedar"", ""Amber""], ""top"": [""Coriander"", ""Bergamot"", ""Orange"", ""Cardamom""]}","[""5"", ""5"", ""2"", ""2"", ""0""]","[""8"", ""5"", ""2"", ""8""]"
Penhaligon s,Much Ado About The Duke,o.40713.jpg,2016,"[""rose"", ""fresh spicy"", ""woody"", ""aromatic"", ""leather""]","[""Rose"", ""Leather"", ""Gin"", ""Pepper"", ""Woody Notes""]","[""0"", ""0"", ""2"", ""5"", ""3""]","[""2"", ""5"", ""2"", ""2""]"
Penhaligon s,The Coveted Duchess Rose,o.40714.jpg,2016,"[""rose"", ""woody"", ""musky"", ""citrus"", ""floral"", ""fruity""]","[""Mandarin Orange"", ""Rose"", ""Musk"", ""Woody Notes""]","[""1"", ""0"", ""1"", ""0"", ""2""]","[""2"", ""0"", ""1"", ""2""]"
Penhaligon s,The Revenge Of Lady Blanche,o.40715.jpg,2016,"[""floral"", ""powdery"", ""green"", ""yellow floral"", ""woody"", ""fresh spicy""]","[""Narcissus"", ""Iris Flower"", ""Hyacinth""]","[""0"", ""0"", ""2"", ""3"", ""1""]","[""1"", ""8"", ""0"", ""2""]"
Penhaligon s,The Tragedy of Lord George,o.40716.jpg,2016,"[""woody"", ""amber"", ""balsamic"", ""aromatic"", ""sweet"", ""warm spicy""]","[""Brandy"", ""Woodsy Notes"", ""Tonka Bean"", ""Amber""]","[""1"", ""0"", ""4"", ""3"", ""7""]","[""3"", ""3"", ""1"", ""7""]"
Penhaligon s,Eau Sans Pareil,o.12348.jpg,2011,"[""sweet"", ""woody"", ""citrus"", ""fruity"", ""white floral""]","{""middle"": [""Jasmine"", ""African Orange flower"", ""Ylang-Ylang"", ""Clove"", ""Orris Root"", ""Rose"", ""Lily-of-the-Valley"", ""Licorice""], ""base"": [""Vetiver"", ""Musk"", ""French labdanum"", ""Patchouli"", ""oak moss"", ""Virginia Cedar"", ""Amber"", ""Benzoin"", ""Vanille""], ""top"": [""Neroli"", ""Bergamot"", ""Kumquat"", ""Mandarin Orange"", ""Tagetes"", ""Pineapple"", ""Raspberry"", ""Cypress"", ""Aldehydes""]}","[""1"", ""1"", ""6"", ""10"", ""10""]","[""7"", ""12"", ""8"", ""15""]"
Penhaligon s,Esprit du Roi,o.12349.jpg,2011,"[""aromatic"", ""green"", ""fresh spicy"", ""woody"", ""citrus""]","{""middle"": [""Jasmine"", ""Geranium"", ""Ylang-Ylang"", ""Honeysuckle"", ""Cloves""], ""base"": [""Vetiver"", ""Musk"", ""Sandalwood"", ""Patchouli"", ""oak moss"", ""Virginia Cedar"", ""Raspberry"", ""Ambergris""], ""top"": [""Citruses"", ""Bergamot"", ""Amalfi Lemon"", ""Mint"", ""Tomato Leaf"", ""Cardamom"", ""Aldehydes"", ""Artemisia"", ""Mandarin Orange"", ""Citron""]}","[""3"", ""0"", ""10"", ""12"", ""2""]","[""9"", ""15"", ""3"", ""1""]"
Penhaligon s,As Sawira,o.29223.jpg,2015,"[""balsamic"", ""warm spicy"", ""oud"", ""amber"", ""rose"", ""smoky""]","{""middle"": [""Jasmine"", ""Rose"", ""Carnation""], ""base"": [""Woodsy Notes"", ""Amber"", ""Labdanum"", ""Agarwood (Oud)"", ""Myrhh""], ""top"": [""Bergamot"", ""Saffron""]}","[""1"", ""4"", ""15"", ""4"", ""13""]","[""7"", ""17"", ""4"", ""13""]"
Penhaligon s,Empressa,o.27037.jpg,2014,"[""citrus"", ""fruity"", ""sweet"", ""rose"", ""patchouli"", ""soft spicy""]","{""middle"": [""Rose"", ""Geranium"", ""Neroli"", ""Dewberry"", ""Cassis""], ""base"": [""Vanilla"", ""Cacao"", ""Olibanum"", ""Amber"", ""Musk"", ""Patchouli"", ""Sandalwood"", ""Brown sugar""], ""top"": [""Blood Orange"", ""Bergamot"", ""Mandarin Orange"", ""Peach"", ""Pink Pepper""]}","[""5"", ""0"", ""10"", ""3"", ""2""]","[""5"", ""12"", ""4"", ""4""]"
Penhaligon s,Levantium,o.27038.jpg,2014,"[""warm spicy"", ""woody"", ""oud"", ""rose"", ""powdery"", ""balsamic""]","{""middle"": [""Rose"", ""Jasmine"", ""Violet"", ""Cloves"", ""Cardamom"", ""Ylang-Ylang"", ""Peach""], ""base"": [""Amber"", ""Myrrh"", ""Guaiac Wood"", ""Sandalwood"", ""Cedar"", ""Agarwood (Oud)"", ""Patchouli"", ""Musk"", ""Vanilla""], ""top"": [""Bergamot"", ""Artemisia"", ""Saffron"", ""Wormwood""]}","[""4"", ""2"", ""17"", ""6"", ""8""]","[""3"", ""20"", ""9"", ""6""]"
Penhaligon s,Lothair,o.27039.jpg,2014,"[""aromatic"", ""woody"", ""fresh spicy"", ""green"", ""citrus""]","{""middle"": [""Fig Tree"", ""Lavender"", ""Magnolia"", ""Geranium"", ""Black Tea""], ""base"": [""Vanilla"", ""Musk"", ""Cedar"", ""Ambergris"", ""Oakmoss"", ""Woody Notes""], ""top"": [""Juniper"", ""Cardamom"", ""Bergamot"", ""Grapefruit"", ""Fig Leaf"", ""Red Berries""]}","[""8"", ""1"", ""8"", ""20"", ""6""]","[""3"", ""35"", ""10"", ""7""]"
Philosophy,Amazing Grace,o.4849.jpg,,"[""citrus"", ""musky"", ""floral"", ""white floral"", ""fresh spicy"", ""rose""]","{""middle"": [""Freesia"", ""Jasmine"", ""Rose""], ""base"": [""Musk""], ""top"": [""Mandarin Orange"", ""Grapefruit"", ""Bergamot""]}","[""32"", ""42"", ""46"", ""13"", ""8""]","[""87"", ""34"", ""13"", ""21""]"
Philosophy,Amazing Grace 20th Birthday Special Edition,o.36207.jpg,2016,"[""musky"", ""floral"", ""citrus"", ""green"", ""fresh spicy"", ""soapy""]","{""middle"": [""Lily-of-the-Valley""], ""base"": [""Musk""], ""top"": [""Bergamot""]}","[""0"", ""0"", ""0"", ""1"", ""1""]","[""0"", ""1"", ""0"", ""1""]"
Philosophy,Amen,o.4850.jpg,,"[""citrus"", ""warm spicy"", ""fresh"", ""woody"", ""green""]","{""middle"": [""Spices""], ""base"": [""Musk"", ""Sandalwood""], ""top"": [""Tea"", ""Citruses""]}","[""1"", ""0"", ""0"", ""1"", ""2""]","[""0"", ""3"", ""1"", ""0""]"
Philosophy,Baby Grace,o.4851.jpg,,"[""musky"", ""floral"", ""powdery"", ""yellow floral"", ""sweet""]","[""Mimosa"", ""White Musk""]","[""7"", ""3"", ""8"", ""0"", ""7""]","[""8"", ""16"", ""4"", ""11""]"
Philosophy,Eternal Grace,o.10187.jpg,2010,"[""fresh spicy"", ""citrus"", ""aromatic"", ""floral"", ""powdery""]","[""Bergamot"", ""Citruses"", ""Neroli"", ""Geranium"", ""Lavender"", ""Violet"", ""Passionfruit"", ""Sandalwood"", ""Musk"", ""Amber""]","[""7"", ""2"", ""3"", ""0"", ""1""]","[""7"", ""3"", ""2"", ""0""]"
Philosophy,Falling in Love,o.4852.jpg,,"[""fruity"", ""sweet"", ""vanilla"", ""musky"", ""sour"", ""white floral""]","[""Musk"", ""Vanilla"", ""Jasmine"", ""Lily-of-the-Valley"", ""Blackberry""]","[""15"", ""17"", ""21"", ""2"", ""3""]","[""35"", ""23"", ""6"", ""5""]"
Philosophy,Giving Grace,o.20531.jpg,2013,"[""white floral"", ""citrus"", ""musky"", ""fruity"", ""animalic""]","[""Mandarin Orange"", ""Star Jasmine"", ""White Musk""]","[""0"", ""0"", ""3"", ""1"", ""1""]","[""2"", ""4"", ""1"", ""4""]"
Philosophy,Inner Grace,o.8005.jpg,2007,null,null,"[""2"", ""3"", ""6"", ""8"", ""1""]","[""7"", ""11"", ""6"", ""3""]"
Philosophy,Lemon,o.4853.jpg,,"[""citrus"", ""fresh"", ""green"", ""aromatic"", ""fresh spicy""]","[""Amalfi Lemon"", ""Lemon Verbena"", ""Citruses""]","[""0"", ""2"", ""0"", ""0"", ""0""]","[""0"", ""2"", ""0"", ""1""]"
Philosophy,Live Joyously,o.35932.jpg,2014,"[""patchouli"", ""floral"", ""fresh"", ""warm spicy"", ""earthy""]","{""middle"": [""Pink Peony""], ""base"": [""Patchouli""], ""top"": [""Tangerine""]}","[""0"", ""1"", ""3"", ""0"", ""0""]","[""2"", ""1"", ""2"", ""2""]"
Philosophy,Living Grace,o.16738.jpg,2012,"[""floral"", ""musky"", ""green"", ""citrus"", ""white floral""]","[""Neroli"", ""Musk"", ""Lily-of-the-Valley""]","[""4"", ""9"", ""10"", ""1"", ""0""]","[""17"", ""9"", ""7"", ""1""]"
Philosophy,Love Sweet Love,o.14761.jpg,2012,"[""fruity"", ""sweet"", ""citrus"", ""tropical"", ""sour""]","[""Grapefruit"", ""Floral Notes"", ""Mango"", ""Fruity Notes"", ""Musk""]","[""2"", ""3"", ""5"", ""0"", ""2""]","[""5"", ""6"", ""2"", ""4""]"
Philosophy,Loveswept,o.23025.jpg,2013,"[""citrus"", ""fresh"", ""white floral"", ""tropical"", ""fruity"", ""amber""]","{""middle"": [""Jasmine"", ""Lotus"", ""Passionfruit""], ""base"": [""Musk"", ""Amber""], ""top"": [""Bergamot"", ""Citruses""]}","[""4"", ""7"", ""10"", ""2"", ""3""]","[""14"", ""12"", ""3"", ""3""]"
Philosophy,Peaceful Harmony,o.26621.jpg,2014,"[""floral"", ""woody"", ""powdery"", ""earthy"", ""green"", ""musky""]","{""middle"": [""iris"", ""Lily-of-the-Valley"", ""Lotus""], ""base"": [""Musk"", ""Oakmoss"", ""Cedar""], ""top"": [""Neroli"", ""Citruses""]}","[""0"", ""1"", ""3"", ""0"", ""0""]","[""1"", ""5"", ""1"", ""1""]"
Philosophy,Pure Grace,o.4854.jpg,,"[""aromatic"", ""fresh spicy"", ""floral"", ""musky"", ""white floral""]","[""Lavender"", ""Musk"", ""Jasmine"", ""Water Lily"", ""Bergamot""]","[""21"", ""21"", ""22"", ""10"", ""2""]","[""48"", ""17"", ""10"", ""4""]"
Philosophy,Pure Grace Summer,o.35931.jpg,2016,null,null,"[""0"", ""0"", ""3"", ""0"", ""0""]","[""0"", ""3"", ""2"", ""4""]"
Philosophy,Sea of Love,o.31100.jpg,2015,"[""floral"", ""fresh"", ""white floral"", ""citrus"", ""aquatic""]","[""Sicilian Bergamot"", ""Water Lily"", ""Jasmine"", ""Gardenia"", ""Peony"", ""Cedar"", ""Musk"", ""Amber""]","[""0"", ""1"", ""2"", ""0"", ""0""]","[""0"", ""3"", ""2"", ""0""]"
Philosophy,Summer Grace,o.12193.jpg,2011,"[""fruity"", ""sweet"", ""sour"", ""floral""]","{""middle"": null, ""base"": [""Fruity Notes""], ""top"": null}","[""2"", ""10"", ""5"", ""2"", ""0""]","[""12"", ""4"", ""1"", ""1""]"
Philosophy,Sunshine Grace,o.24918.jpg,2014,"[""white floral"", ""citrus"", ""floral"", ""fresh spicy"", ""woody""]","[""Bergamot"", ""Freesia"", ""Honeysuckle"", ""Jasmine"", ""Orange Blossom"", ""Tiare Flower"", ""Frangipani"", ""Woody Notes"", ""Musk""]","[""0"", ""1"", ""5"", ""1"", ""0""]","[""2"", ""5"", ""1"", ""1""]"
Philosophy,The Alchemist,o.20285.jpg,2007,null,null,"[""1"", ""0"", ""2"", ""0"", ""0""]","[""0"", ""3"", ""0"", ""0""]"
Philosophy,Unconditional Love,o.7831.jpg,2009,"[""fruity"", ""floral"", ""soft spicy"", ""woody"", ""aromatic""]","[""Black Currant"", ""Flowers""]","[""0"", ""8"", ""1"", ""3"", ""1""]","[""9"", ""5"", ""4"", ""1""]"
Philosophy,You are Divine,o.13225.jpg,2011,"[""citrus"", ""floral"", ""fresh"", ""fresh spicy""]","[""Citruses"", ""Floral Notes""]","[""2"", ""2"", ""3"", ""1"", ""2""]","[""5"", ""3"", ""4"", ""3""]"
Philosophy,Field of Flowers,o.11269.jpg,2010,"[""floral"", ""fresh"", ""green"", ""rose""]","[""Floral Notes"", ""Peony"", ""Green Notes""]","[""0"", ""3"", ""7"", ""1"", ""0""]","[""1"", ""9"", ""2"", ""0""]"
Philosophy,Field of Flowers Gardenia Blossom,o.17703.jpg,2013,"[""floral"", ""white floral"", ""animalic""]","[""Gardenia"", ""Floral Notes""]","[""1"", ""1"", ""1"", ""1"", ""0""]","[""1"", ""1"", ""0"", ""1""]"
Philosophy,Field of Flowers Magnolia Blossom,o.17315.jpg,2012,"[""floral"", ""citrus"", ""green"", ""fresh"", ""aquatic""]","[""Citruses"", ""Magnolia"", ""Green Notes""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""0""]"
Philosophy,Field of Flowers Orange Blossom,o.17316.jpg,2012,"[""white floral"", ""citrus"", ""sweet"", ""fresh"", ""soapy""]","[""Orange Blossom"", ""Citruses""]","[""1"", ""1"", ""5"", ""0"", ""1""]","[""5"", ""1"", ""2"", ""1""]"
Philosophy,Field of Flowers Violet Blossom,o.17317.jpg,2012,"[""floral"", ""powdery"", ""woody""]","[""Violet"", ""Flowers""]","[""3"", ""3"", ""2"", ""1"", ""2""]","[""4"", ""6"", ""0"", ""2""]"
Philosophy,My Philosophy Compassionate,o.35936.jpg,2015,"[""vanilla"", ""powdery"", ""coconut"", ""sweet"", ""tropical""]","[""Vanilla"", ""iris"", ""Coconut Milk""]","[""0"", ""2"", ""0"", ""2"", ""0""]","[""2"", ""1"", ""0"", ""0""]"
Philosophy,My Philosophy Empowered,o.35934.jpg,2015,"[""woody"", ""amber"", ""musky"", ""animalic"", ""powdery""]","[""Cashmere Wood"", ""Cedar"", ""Amber""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Philosophy,My Philosophy Expressive,o.35937.jpg,2015,"[""citrus"", ""white floral"", ""amber"", ""animalic"", ""sweet""]","{""middle"": [""Orange Blossom""], ""base"": [""Amber""], ""top"": [""Grapefruit""]}","[""0"", ""1"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Philosophy,My Philosophy Giving,o.35933.jpg,2015,"[""woody"", ""floral"", ""musky"", ""fruity"", ""vanilla""]","[""Heliotrope"", ""Pear"", ""Cashmere Wood""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""1""]"
Philosophy,My Philosophy Grateful,o.35935.jpg,2015,"[""aquatic"", ""ozonic"", ""rose"", ""fresh"", ""fruity""]","[""Watery Notes"", ""Melon"", ""Rose""]","[""0"", ""2"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""0""]"
Philosophy,My Philosophy Truthful,o.35938.jpg,2015,"[""floral"", ""green"", ""fresh"", ""fruity"", ""aquatic""]","[""Magnolia"", ""Apple"", ""Grass""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Philosophy,Fresh Cream,o.17774.jpg,2013,"[""sweet"", ""milky"", ""vanilla"", ""powdery"", ""floral""]","[""Whipped cream"", ""Floral Notes"", ""Powdery Notes"", ""Sweet Notes"", ""Milk""]","[""9"", ""10"", ""22"", ""5"", ""8""]","[""23"", ""26"", ""11"", ""9""]"
Philosophy,Pure Honey,o.17773.jpg,2013,"[""honey"", ""sweet"", ""floral"", ""animalic"", ""powdery""]","[""Honey""]","[""0"", ""0"", ""2"", ""0"", ""3""]","[""2"", ""3"", ""1"", ""1""]"
Philosophy,Tea Leaf,o.17772.jpg,2013,"[""green"", ""ozonic"", ""fresh"", ""fresh spicy""]","[""Tea Leaf""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""2""]"
Prada,Prada,o.41141.jpg,1990,"[""woody"", ""warm spicy"", ""sweet"", ""balsamic"", ""floral"", ""vanilla""]","{""middle"": [""Rose"", ""Jasmine"", ""Ylang-Ylang"", ""Carnation"", ""Honey""], ""base"": [""Patchouli"", ""Sandalwood"", ""Moss"", ""Ambergris"", ""Musk"", ""Vanilla"", ""Benzoin""], ""top"": [""Bergamot"", ""Green Notes"", ""Fruity Notes"", ""Tarragon""]}","[""0"", ""0"", ""1"", ""0"", ""4""]","[""1"", ""1"", ""1"", ""4""]"
Prada,Prada L Homme,o.39029.jpg,2016,"[""powdery"", ""floral"", ""woody"", ""fresh spicy"", ""amber"", ""aromatic""]","{""middle"": [""iris"", ""Amber"", ""Violet"", ""Geranium""], ""base"": [""Patchouli"", ""Cedar""], ""top"": [""Neroli"", ""Pepper""]}","[""5"", ""17"", ""18"", ""18"", ""11""]","[""24"", ""37"", ""7"", ""13""]"
